,ID,Name,Status,Latitude,Longitude,Maximum.Wind,date_time,diff,rapid_int,i,n,persistence,product,Initial.Max,speed,speed_z,speed_m,Jday,Maximum.Wind_p,Latitude_p,Longitude_p
1388,AL031995,            CHANTAL, TD,20.6,-63.6,30,7/13/1995 18:00,0,0,8,41,0,0,30,17.01839718,0.025116786,9.266243887,60,30,20.1,-62.7
1389,AL031995,            CHANTAL, TS,21.1,-64.4,35,7/14/1995 0:00,5,0,9,41,0,0,30,17.45543061,0.025556775,9.266243887,59,30,20.6,-63.6
1390,AL031995,            CHANTAL, TS,21.1,-64.9,35,7/14/1995 6:00,5,0,10,41,5,175,35,17.41493108,0.026099744,9.266243887,59,35,21.1,-64.4
1391,AL031995,            CHANTAL, TS,21.1,-65.2,35,7/14/1995 12:00,5,0,11,41,5,175,35,12.17334712,0.026634762,9.266243887,59,35,21.1,-64.9
1392,AL031995,            CHANTAL, TS,21.3,-65.5,40,7/14/1995 18:00,10,0,12,41,0,0,35,6.91597271,0.027161665,9.266243887,59,35,21.1,-65.2
1393,AL031995,            CHANTAL, TS,21.8,-66,40,7/15/1995 0:00,5,0,13,41,5,200,40,5.504812802,0.027161665,9.266243887,58,40,21.3,-65.5
1394,AL031995,            CHANTAL, TS,22.3,-66.7,45,7/15/1995 6:00,10,0,14,41,5,200,40,9.469731471,0.027161665,9.266243887,58,40,21.8,-66
1395,AL031995,            CHANTAL, TS,22.7,-67.5,45,7/15/1995 12:00,10,0,15,41,5,225,45,13.87262504,0.027370116,9.266243887,58,45,22.3,-66.7
1396,AL031995,            CHANTAL, TS,23.2,-67.9,45,7/15/1995 18:00,5,0,16,41,5,225,45,15.33089183,0.02788539,9.266243887,58,45,22.7,-67.5
1397,AL031995,            CHANTAL, TS,23.7,-68.2,45,7/16/1995 0:00,5,0,17,41,0,0,45,13.21734608,0.028392167,9.266243887,57,45,23.2,-67.9
1398,AL031995,            CHANTAL, TS,24.5,-68.4,50,7/16/1995 6:00,5,0,18,41,0,0,45,11.01841611,0.028791369,9.266243887,57,45,23.7,-68.2
1399,AL031995,            CHANTAL, TS,25.3,-68.8,50,7/16/1995 12:00,5,0,19,41,5,250,50,12.76965102,0.029282467,9.266243887,57,50,24.5,-68.4
1400,AL031995,            CHANTAL, TS,26.2,-69.1,55,7/16/1995 18:00,10,0,20,41,5,250,50,15.66532105,0.029764645,9.266243887,57,50,25.3,-68.8
1401,AL031995,            CHANTAL, TS,27.2,-69.4,60,7/17/1995 0:00,15,0,21,41,5,275,55,16.80777175,0.030517206,9.266243887,56,55,26.2,-69.1
1402,AL031995,            CHANTAL, TS,28.2,-69.6,60,7/17/1995 6:00,10,0,22,41,10,600,60,18.29826425,0.031245967,9.266243887,56,60,27.2,-69.4
1403,AL031995,            CHANTAL, TS,29.3,-69.8,60,7/17/1995 12:00,10,0,23,41,5,300,60,18.98501442,0.03203667,9.266243887,56,60,28.2,-69.6
1404,AL031995,            CHANTAL, TS,30.5,-69.8,55,7/17/1995 18:00,0,0,24,41,0,0,60,19.73107095,0.032878108,9.266243887,56,60,29.3,-69.8
1407,AL031995,            CHANTAL, TS,33.6,-68.1,50,7/18/1995 12:00,-10,0,27,41,0,0,60,20.45861198,0.035365392,9.266243887,55,55,32.6,-69
1410,AL031995,            CHANTAL, TS,36.2,-64.1,50,7/19/1995 6:00,-5,0,30,41,0,0,60,24.22022116,0.037275413,9.266243887,54,50,35.4,-65.8
1411,AL031995,            CHANTAL, TS,37.1,-62.4,50,7/19/1995 12:00,0,0,31,41,0,0,60,28.35242222,0.037799458,9.266243887,54,50,36.2,-64.1
1412,AL031995,            CHANTAL, TS,38.2,-60.2,50,7/19/1995 18:00,0,0,32,41,0,0,60,29.89116605,0.038185561,9.266243887,54,50,37.1,-62.4
1413,AL031995,            CHANTAL, TS,39.5,-57.6,50,7/20/1995 0:00,0,0,33,41,0,0,60,34.23008582,0.038541886,9.266243887,53,50,38.2,-60.2
1414,AL031995,            CHANTAL, TS,41.1,-54.7,50,7/20/1995 6:00,0,0,34,41,0,0,60,41.37830712,0.038906813,9.266243887,53,50,39.5,-57.6
1415,AL031995,            CHANTAL, TS,43,-51.7,50,7/20/1995 12:00,0,0,35,41,0,0,60,47.54393996,0.039300656,9.266243887,53,50,41.1,-54.7
1416,AL031996,              CESAR, TD,11.8,-62.6,25,7/24/1996 18:00,NA,NA,1,17,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
1417,AL031996,              CESAR, TD,11.9,-64.7,25,7/25/1996 0:00,NA,NA,2,17,NA,NA,25,447.6752456,0.038866522,9.266243887,47,25,11.8,-62.6
1418,AL031996,              CESAR, TD,11.9,-66.5,30,7/25/1996 6:00,NA,NA,3,17,NA,NA,25,513.3467999,0.037994232,9.266243887,47,25,11.9,-64.7
1419,AL031996,              CESAR, TS,12.1,-68.1,40,7/25/1996 12:00,NA,NA,4,17,5,150,30,35.38003422,0.016188713,9.266243887,47,30,11.9,-66.5
1420,AL031996,              CESAR, TS,12.3,-69.6,40,7/25/1996 18:00,15,0,5,17,15,600,40,30.87222622,0.016317955,9.266243887,47,40,12.1,-68.1
1421,AL031996,              CESAR, TS,12.4,-71,40,7/26/1996 0:00,15,0,6,17,10,400,40,28.33046468,0.016317955,9.266243887,46,40,12.3,-69.6
1422,AL031996,              CESAR, TS,12.4,-72.7,40,7/26/1996 6:00,10,0,7,17,0,0,40,26.40682632,0.016575846,9.266243887,46,40,12.4,-71
1423,AL031996,              CESAR, TS,12.3,-74.5,45,7/26/1996 12:00,5,0,8,17,0,0,40,28.07576598,0.016832927,9.266243887,46,40,12.4,-72.7
1424,AL031996,              CESAR, TS,11.9,-76.1,50,7/26/1996 18:00,10,0,9,17,5,225,45,31.69467601,0.016961163,9.266243887,46,45,12.3,-74.5
1425,AL031996,              CESAR, TS,11.7,-77.2,50,7/27/1996 0:00,10,0,10,17,10,500,50,31.14572924,0.016961163,9.266243887,45,50,11.9,-76.1
1426,AL031996,              CESAR, TS,11.6,-78.1,60,7/27/1996 6:00,20,0,11,17,5,250,50,25.09552217,0.016832927,9.266243887,45,50,11.7,-77.2
1427,AL031996,              CESAR, HU,11.6,-79.5,70,7/27/1996 12:00,25,0,12,17,10,600,60,18.35580492,0.016317955,9.266243887,45,60,11.6,-78.1
1428,AL031996,              CESAR, HU,11.8,-81,65,7/27/1996 18:00,15,0,13,17,20,1400,70,20.89381109,0.016059272,9.266243887,45,70,11.6,-79.5
1429,AL031996,              CESAR, HU,12,-82.6,70,7/28/1996 0:00,20,0,14,17,5,350,70,26.37883046,0.015929636,9.266243887,44,65,11.8,-81
1430,AL031996,              CESAR, HU,12.3,-84.2,70,7/28/1996 6:00,10,0,15,17,0,0,70,28.36134731,0.015929636,9.266243887,44,70,12,-82.6
1431,AL031996,              CESAR, TS,12.7,-86.2,50,7/28/1996 12:00,-20,0,16,17,5,350,70,29.36614258,0.016188713,9.266243887,44,70,12.3,-84.2
1433,AL031997,               BILL, TD,30.4,-69.9,30,7/11/1997 6:00,NA,NA,1,9,NA,NA,NA,NA,NA,NA,62,NA,NA,NA
1434,AL031997,               BILL, TS,31.8,-68.9,40,7/11/1997 12:00,NA,NA,2,9,NA,NA,30,215.3729575,0.017344618,9.266243887,62,30,30.4,-69.9
1435,AL031997,               BILL, TS,33.1,-67.6,45,7/11/1997 18:00,NA,NA,3,9,NA,NA,40,236.8723202,0.017852925,9.266243887,62,40,31.8,-68.9
1436,AL031997,               BILL, TS,34.7,-65.8,50,7/12/1997 0:00,NA,NA,4,9,15,675,45,30.89084109,0.035296757,9.266243887,61,45,33.1,-67.6
1437,AL031997,               BILL, TS,36.3,-63.6,60,7/12/1997 6:00,30,1,5,9,10,500,50,36.03986479,0.036218143,9.266243887,61,50,34.7,-65.8
1438,AL031997,               BILL, HU,37.9,-61.1,65,7/12/1997 12:00,25,0,6,9,15,900,60,42.51020342,0.036996316,9.266243887,61,60,36.3,-63.6
1439,AL031997,               BILL, HU,39.6,-58.4,65,7/12/1997 18:00,20,0,7,9,15,975,65,45.93601072,0.037849338,9.266243887,61,65,37.9,-61.1
1440,AL031997,               BILL, TS,41.6,-55.4,60,7/13/1997 0:00,10,0,8,9,5,325,65,48.75680257,0.038584319,9.266243887,60,65,39.6,-58.4
1442,AL031998,            CHARLEY, TD,25.3,-92.3,25,8/21/1998 6:00,NA,NA,1,12,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
1443,AL031998,            CHARLEY, TD,25.4,-93.8,30,8/21/1998 12:00,NA,NA,2,12,NA,NA,25,319.4494376,0.040149603,9.266243887,21,25,25.3,-92.3
1444,AL031998,            CHARLEY, TS,26,-94.5,40,8/21/1998 18:00,NA,NA,3,12,NA,NA,30,350.5172582,0.040409147,9.266243887,21,30,25.4,-93.8
1445,AL031998,            CHARLEY, TS,26.8,-95.4,45,8/22/1998 0:00,NA,NA,4,12,15,600,40,19.48758262,0.031245967,9.266243887,20,40,26,-94.5
1446,AL031998,            CHARLEY, TS,27.5,-96.5,60,8/22/1998 6:00,35,1,5,12,15,675,45,18.58873742,0.031335361,9.266243887,20,45,26.8,-95.4
1447,AL031998,            CHARLEY, TS,27.9,-97.4,35,8/22/1998 12:00,5,0,6,12,20,1200,60,21.61093676,0.031863664,9.266243887,20,60,27.5,-96.5
1453,AL031998,            CHARLEY, TD,29.4,-101.2,20,8/24/1998 0:00,-5,0,12,12,0,0,60,11.17824529,0.034064843,9.266243887,18,20,29.1,-100.6
1454,AL031999,               BRET, TD,19.5,-94.4,30,8/18/1999 18:00,NA,NA,1,25,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
1455,AL031999,               BRET, TD,19.5,-94.5,30,8/19/1999 0:00,NA,NA,2,25,NA,NA,30,103.1697847,0.034365663,9.266243887,23,30,19.5,-94.4
1456,AL031999,               BRET, TD,19.6,-94.6,30,8/19/1999 6:00,NA,NA,3,25,NA,NA,30,107.6848918,0.034586883,9.266243887,23,30,19.5,-94.5
1457,AL031999,               BRET, TD,19.7,-94.6,30,8/19/1999 12:00,NA,NA,4,25,0,0,30,1.977011531,0.025447241,9.266243887,23,30,19.6,-94.6
1458,AL031999,               BRET, TS,19.8,-94.7,35,8/19/1999 18:00,5,0,5,25,0,0,30,2.04854648,0.025447241,9.266243887,23,30,19.7,-94.6
1459,AL031999,               BRET, TS,19.8,-94.7,40,8/20/1999 0:00,10,0,6,25,5,175,35,2.048314795,0.025556775,9.266243887,22,35,19.8,-94.7
1460,AL031999,               BRET, TS,20,-94.6,45,8/20/1999 6:00,15,0,7,25,10,400,40,1.272485724,0.025665997,9.266243887,22,40,19.8,-94.7
1461,AL031999,               BRET, TS,20.4,-94.5,50,8/20/1999 12:00,20,0,8,25,10,450,45,2.047848386,0.025774907,9.266243887,22,45,20,-94.6
1462,AL031999,               BRET, TS,21.2,-94.4,55,8/20/1999 18:00,20,0,9,25,10,500,50,5.825774301,0.025774907,9.266243887,22,50,20.4,-94.5
1463,AL031999,               BRET, HU,21.9,-94.5,65,8/21/1999 0:00,25,0,10,25,10,550,55,11.25399137,0.025991782,9.266243887,21,55,21.2,-94.4
1464,AL031999,               BRET, HU,22.5,-94.7,75,8/21/1999 6:00,30,1,11,25,15,975,65,13.89936583,0.026421719,9.266243887,21,65,21.9,-94.5
1465,AL031999,               BRET, HU,23.1,-94.9,80,8/21/1999 12:00,30,1,12,25,20,1500,75,12.31932599,0.027266057,9.266243887,21,75,22.5,-94.7
1466,AL031999,               BRET, HU,23.8,-95,90,8/21/1999 18:00,35,1,13,25,15,1200,80,11.63480482,0.02798743,9.266243887,21,80,23.1,-94.9
1467,AL031999,               BRET, HU,24.7,-95.1,120,8/22/1999 0:00,55,1,14,25,15,1350,90,12.31429297,0.028592465,9.266243887,20,90,23.8,-95
1468,AL031999,               BRET, HU,25.5,-95.5,125,8/22/1999 6:00,50,1,15,25,40,4800,120,14.92248227,0.029184957,9.266243887,20,120,24.7,-95.1
1469,AL031999,               BRET, HU,26.2,-96.1,125,8/22/1999 12:00,45,1,16,25,35,4375,125,16.30565998,0.029859996,9.266243887,20,125,25.5,-95.5
1470,AL031999,               BRET, HU,26.6,-96.8,120,8/22/1999 18:00,30,1,17,25,5,625,125,16.22322132,0.03070165,9.266243887,20,125,26.2,-96.1
1479,AL032000,            ALBERTO, TD,10.8,-18,25,8/3/2000 18:00,NA,NA,1,87,NA,NA,NA,NA,NA,NA,38,NA,NA,NA
1480,AL032000,            ALBERTO, TD,11.5,-20.1,30,8/4/2000 0:00,NA,NA,2,87,NA,NA,25,739.7603304,0.033283866,9.266243887,37,25,10.8,-18
1481,AL032000,            ALBERTO, TS,12,-22.3,35,8/4/2000 6:00,NA,NA,3,87,NA,NA,30,727.2183448,0.033203522,9.266243887,37,30,11.5,-20.1
1482,AL032000,            ALBERTO, TS,12.3,-23.8,35,8/4/2000 12:00,NA,NA,4,87,10,350,35,40.60959274,0.014885681,9.266243887,37,35,12,-22.3
1483,AL032000,            ALBERTO, TS,12.7,-25.2,40,8/4/2000 18:00,15,0,5,87,5,175,35,34.35698294,0.015799802,9.266243887,37,35,12.3,-23.8
1484,AL032000,            ALBERTO, TS,13.2,-26.7,40,8/5/2000 0:00,10,0,6,87,5,200,40,27.03947174,0.016447002,9.266243887,36,40,12.7,-25.2
1485,AL032000,            ALBERTO, TS,13.7,-28.2,45,8/5/2000 6:00,10,0,7,87,5,200,40,27.50388855,0.016832927,9.266243887,36,40,13.2,-26.7
1486,AL032000,            ALBERTO, TS,14.1,-29.8,45,8/5/2000 12:00,10,0,8,87,5,225,45,28.60606546,0.017344618,9.266243887,36,45,13.7,-28.2
1487,AL032000,            ALBERTO, TS,14.5,-31.4,55,8/5/2000 18:00,15,0,9,87,5,225,45,29.13266827,0.017979461,9.266243887,36,45,14.1,-29.8
1488,AL032000,            ALBERTO, HU,14.5,-33.2,65,8/6/2000 0:00,25,0,10,87,10,550,55,29.69818721,0.018608827,9.266243887,35,55,14.5,-31.4
1489,AL032000,            ALBERTO, HU,14.6,-34.4,65,8/6/2000 6:00,20,0,11,87,20,1300,65,30.75289548,0.019108248,9.266243887,35,65,14.5,-33.2
1490,AL032000,            ALBERTO, HU,14.7,-35.4,70,8/6/2000 12:00,25,0,12,87,10,650,65,26.92294495,0.019603941,9.266243887,35,65,14.6,-34.4
1491,AL032000,            ALBERTO, HU,15.2,-36.6,75,8/6/2000 18:00,20,0,13,87,5,350,70,19.8142338,0.019603941,9.266243887,35,70,14.7,-35.4
1492,AL032000,            ALBERTO, HU,15.7,-38.1,75,8/7/2000 0:00,10,0,14,87,10,750,75,20.4696038,0.019727271,9.266243887,34,75,15.2,-36.6
1493,AL032000,            ALBERTO, HU,16,-39.6,80,8/7/2000 6:00,15,0,15,87,5,375,75,25.86023476,0.01985036,9.266243887,34,75,15.7,-38.1
1494,AL032000,            ALBERTO, HU,16.2,-41,80,8/7/2000 12:00,10,0,16,87,5,400,80,27.78148155,0.02046215,9.266243887,34,80,16,-39.6
1495,AL032000,            ALBERTO, HU,16.5,-42.2,80,8/7/2000 18:00,5,0,17,87,5,400,80,26.24938837,0.021067704,9.266243887,34,80,16.2,-41
1496,AL032000,            ALBERTO, HU,16.7,-43.6,75,8/8/2000 0:00,0,0,18,87,0,0,80,23.58897012,0.021427966,9.266243887,33,80,16.5,-42.2
1504,AL032000,            ALBERTO, HU,24.8,-52.6,65,8/10/2000 0:00,5,0,26,87,0,0,80,35.37912743,0.026634762,9.266243887,31,60,23.4,-51.3
1505,AL032000,            ALBERTO, HU,26.1,-54,65,8/10/2000 6:00,5,0,27,87,10,800,80,35.34872703,0.02798743,9.266243887,31,65,24.8,-52.6
1506,AL032000,            ALBERTO, HU,27.5,-55.3,65,8/10/2000 12:00,10,0,28,87,5,400,80,33.79349838,0.029476416,9.266243887,31,65,26.1,-54
1507,AL032000,            ALBERTO, HU,28.8,-56.7,65,8/10/2000 18:00,5,0,29,87,0,0,80,33.61735495,0.030793311,9.266243887,31,65,27.5,-55.3
1508,AL032000,            ALBERTO, HU,29.9,-57.7,70,8/11/2000 0:00,5,0,30,87,0,0,80,33.44683518,0.031950361,9.266243887,30,65,28.8,-56.7
1509,AL032000,            ALBERTO, HU,31.1,-58.4,75,8/11/2000 6:00,10,0,31,87,5,400,80,29.57990514,0.033122773,9.266243887,30,70,29.9,-57.7
1510,AL032000,            ALBERTO, HU,32.2,-58.6,80,8/11/2000 12:00,15,0,32,87,10,800,80,25.30730083,0.034140673,9.266243887,30,75,31.1,-58.4
1511,AL032000,            ALBERTO, HU,33.3,-58.5,85,8/11/2000 18:00,20,0,33,87,10,800,80,22.47774123,0.034947143,9.266243887,30,80,32.2,-58.6
1512,AL032000,            ALBERTO, HU,34.3,-58,90,8/12/2000 0:00,20,0,34,87,10,850,85,20.40080653,0.035768128,9.266243887,29,85,33.3,-58.5
1513,AL032000,            ALBERTO, HU,35.1,-56.7,100,8/12/2000 6:00,25,0,35,87,10,900,90,20.0067403,0.036465601,9.266243887,29,90,34.3,-58
1514,AL032000,            ALBERTO, HU,35.9,-55.3,110,8/12/2000 12:00,30,1,36,87,15,1500,100,21.64390929,0.037109313,9.266243887,29,100,35.1,-56.7
1515,AL032000,            ALBERTO, HU,36.8,-53.8,110,8/12/2000 18:00,25,0,37,87,20,2200,110,25.27258931,0.037647052,9.266243887,29,110,35.9,-55.3
1516,AL032000,            ALBERTO, HU,37.4,-52,105,8/13/2000 0:00,15,0,38,87,10,1100,110,26.85604064,0.038044246,9.266243887,28,110,36.8,-53.8
1527,AL032000,            ALBERTO, TS,36.6,-38.9,40,8/15/2000 18:00,-10,0,49,87,0,0,110,14.82599022,0.039521149,9.266243887,26,45,37.3,-38.5
1530,AL032000,            ALBERTO, TS,34.6,-41.3,40,8/16/2000 12:00,-5,0,52,87,0,0,110,14.78539047,0.038708794,9.266243887,25,40,35.4,-40.2
1531,AL032000,            ALBERTO, TS,33.9,-42.4,40,8/16/2000 18:00,0,0,53,87,0,0,110,19.98409072,0.038498984,9.266243887,25,40,34.6,-41.3
1532,AL032000,            ALBERTO, TS,33.4,-43.5,45,8/17/2000 0:00,5,0,54,87,0,0,110,21.78025418,0.038185561,9.266243887,24,40,33.9,-42.4
1533,AL032000,            ALBERTO, TS,33,-44.2,45,8/17/2000 6:00,5,0,55,87,5,550,110,20.22957624,0.037799458,9.266243887,24,45,33.4,-43.5
1534,AL032000,            ALBERTO, TS,33,-44.9,50,8/17/2000 12:00,10,0,56,87,5,550,110,16.22366268,0.037437426,9.266243887,24,45,33,-44.2
1535,AL032000,            ALBERTO, TS,33,-45.8,50,8/17/2000 18:00,10,0,57,87,5,550,110,11.47035557,0.037165132,9.266243887,24,50,33,-44.9
1536,AL032000,            ALBERTO, TS,33.2,-46.5,55,8/18/2000 0:00,10,0,58,87,5,550,110,12.43400179,0.036939142,9.266243887,23,50,33,-45.8
1537,AL032000,            ALBERTO, TS,33.6,-47.1,55,8/18/2000 6:00,10,0,59,87,5,550,110,12.55738114,0.036939142,9.266243887,23,55,33.2,-46.5
1538,AL032000,            ALBERTO, TS,34.2,-47.6,60,8/18/2000 12:00,10,0,60,87,5,550,110,11.50115928,0.036939142,9.266243887,23,55,33.6,-47.1
1539,AL032000,            ALBERTO, HU,34.7,-48,65,8/18/2000 18:00,15,0,61,87,5,550,110,12.56060165,0.03705304,9.266243887,23,60,34.2,-47.6
1540,AL032000,            ALBERTO, HU,34.9,-48.1,75,8/19/2000 0:00,20,0,62,87,10,1100,110,12.30947621,0.037275413,9.266243887,22,65,34.7,-48
1541,AL032000,            ALBERTO, HU,35.3,-48.2,80,8/19/2000 6:00,25,0,63,87,15,1650,110,7.525575245,0.037595332,9.266243887,22,75,34.9,-48.1
1542,AL032000,            ALBERTO, HU,35.6,-48.2,85,8/19/2000 12:00,25,0,64,87,15,1650,110,5.763274363,0.037849338,9.266243887,22,80,35.3,-48.2
1543,AL032000,            ALBERTO, HU,36,-48.2,90,8/19/2000 18:00,25,0,65,87,10,1100,110,6.530360818,0.037947717,9.266243887,22,85,35.6,-48.2
1544,AL032000,            ALBERTO, HU,36.4,-48.1,90,8/20/2000 0:00,15,0,66,87,10,1100,110,6.486370721,0.038138921,9.266243887,21,90,36,-48.2
1545,AL032000,            ALBERTO, HU,36.7,-48,90,8/20/2000 6:00,10,0,67,87,5,550,110,7.450802325,0.038277445,9.266243887,21,90,36.4,-48.1
1546,AL032000,            ALBERTO, HU,37.1,-47.9,85,8/20/2000 12:00,0,0,68,87,0,0,110,6.655889777,0.038455612,9.266243887,21,90,36.7,-48
1549,AL032000,            ALBERTO, HU,38.3,-47.3,80,8/21/2000 6:00,-10,0,71,87,0,0,110,7.974898181,0.038906813,9.266243887,20,85,37.9,-47.5
1552,AL032000,            ALBERTO, HU,41.2,-45.9,75,8/22/2000 0:00,-10,0,74,87,0,0,110,16.33187894,0.039333595,9.266243887,19,80,40,-46.7
1558,AL032001,              BARRY, TD,25.7,-84.8,30,8/2/2001 12:00,NA,NA,1,24,NA,NA,NA,NA,NA,NA,40,NA,NA,NA
1559,AL032001,              BARRY, TS,26.2,-84.9,45,8/2/2001 18:00,NA,NA,2,24,NA,NA,30,554.1132952,0.027053875,9.266243887,40,30,25.7,-84.8
1560,AL032001,              BARRY, TS,26.4,-85.6,40,8/3/2001 0:00,NA,NA,3,24,NA,NA,45,575.2773124,0.02522424,9.266243887,39,45,26.2,-84.9
1561,AL032001,              BARRY, TS,26.6,-86.3,35,8/3/2001 6:00,NA,NA,4,24,10,450,45,9.296581085,0.031601245,9.266243887,39,40,26.4,-85.6
1564,AL032001,              BARRY, TD,26.7,-87.5,30,8/4/2001 0:00,-10,0,7,24,0,0,45,7.677390547,0.032377988,9.266243887,38,35,26.8,-87.2
1567,AL032001,              BARRY, TS,27.1,-87.5,35,8/4/2001 18:00,0,0,10,24,0,0,45,2.484119334,0.032462334,9.266243887,38,30,26.9,-87.7
1568,AL032001,              BARRY, TS,27.3,-87.3,35,8/5/2001 0:00,5,0,11,24,5,225,45,5.255192006,0.032377988,9.266243887,37,35,27.1,-87.5
1569,AL032001,              BARRY, TS,27.5,-86.7,40,8/5/2001 6:00,10,0,12,24,5,225,45,4.962379331,0.032629838,9.266243887,37,35,27.3,-87.3
1570,AL032001,              BARRY, TS,28.1,-86.4,50,8/5/2001 12:00,20,0,13,24,5,225,45,7.558464148,0.032795751,9.266243887,37,40,27.5,-86.7
1571,AL032001,              BARRY, TS,28.6,-86.4,60,8/5/2001 18:00,25,0,14,24,15,750,50,10.46287804,0.032960065,9.266243887,37,50,28.1,-86.4
1572,AL032001,              BARRY, TS,29.5,-86.3,60,8/6/2001 0:00,25,0,15,24,20,1200,60,10.48394524,0.033122773,9.266243887,36,60,28.6,-86.4
1573,AL032001,              BARRY, TS,30.6,-86.4,60,8/6/2001 6:00,20,0,16,24,10,600,60,12.99812731,0.033601178,9.266243887,36,60,29.5,-86.3
1574,AL032001,              BARRY, TD,31.8,-86.9,25,8/6/2001 12:00,-25,0,17,24,0,0,60,18.53248777,0.033988597,9.266243887,36,60,30.6,-86.4
1577,AL032002,          CRISTOBAL, TD,32,-77.2,30,8/5/2002 18:00,NA,NA,1,13,NA,NA,NA,NA,NA,NA,37,NA,NA,NA
1578,AL032002,          CRISTOBAL, TD,31.5,-77.1,30,8/6/2002 0:00,NA,NA,2,13,NA,NA,30,106.0348152,0.038708794,9.266243887,36,30,32,-77.2
1579,AL032002,          CRISTOBAL, TD,31.1,-77,30,8/6/2002 6:00,NA,NA,3,13,NA,NA,30,112.9643863,0.039056697,9.266243887,36,30,31.5,-77.1
1580,AL032002,          CRISTOBAL, TD,30.7,-76.6,30,8/6/2002 12:00,NA,NA,4,13,0,0,30,8.487835969,0.036342757,9.266243887,36,30,31.1,-77
1581,AL032002,          CRISTOBAL, TS,30.4,-76.4,35,8/6/2002 18:00,5,0,5,13,0,0,30,8.407766057,0.036027912,9.266243887,36,30,30.7,-76.6
1582,AL032002,          CRISTOBAL, TS,30.1,-76.2,40,8/7/2002 0:00,10,0,6,13,5,175,35,8.056204396,0.035768128,9.266243887,35,35,30.4,-76.4
1583,AL032002,          CRISTOBAL, TS,29.7,-76.2,40,8/7/2002 6:00,10,0,7,13,10,400,40,6.413328242,0.035501371,9.266243887,35,40,30.1,-76.2
1584,AL032002,          CRISTOBAL, TS,29.4,-76,40,8/7/2002 12:00,10,0,8,13,5,200,40,6.681784316,0.035296757,9.266243887,35,40,29.7,-76.2
1585,AL032002,          CRISTOBAL, TS,29.7,-75.7,40,8/7/2002 18:00,5,0,9,13,0,0,40,6.682947281,0.035088273,9.266243887,35,40,29.4,-76
1586,AL032002,          CRISTOBAL, TS,29.7,-75.3,45,8/8/2002 0:00,5,0,10,13,0,0,40,4.024472596,0.034804311,9.266243887,34,40,29.7,-75.7
1587,AL032002,          CRISTOBAL, TS,29.7,-74.9,45,8/8/2002 6:00,5,0,11,13,5,225,45,6.290236088,0.034586883,9.266243887,34,45,29.7,-75.3
1588,AL032002,          CRISTOBAL, TS,29.9,-74,45,8/8/2002 12:00,5,0,12,13,5,225,45,6.439148328,0.034804311,9.266243887,34,45,29.7,-74.9
1589,AL032002,          CRISTOBAL, TS,31,-72,45,8/8/2002 18:00,5,0,13,13,0,0,45,10.61614957,0.034804311,9.266243887,34,45,29.9,-74
1590,AL032003,               BILL, TD,22,-90,30,6/29/2003 6:00,10,0,5,20,0,0,20,10.23209273,0.025991782,9.266243887,74,20,21,-89.8
1591,AL032003,               BILL, TS,23.4,-90.5,35,6/29/2003 12:00,15,0,6,20,10,300,30,16.58398786,0.026314714,9.266243887,74,30,22,-90
1592,AL032003,               BILL, TS,24.6,-91.1,40,6/29/2003 18:00,20,0,7,20,15,525,35,23.03542933,0.02705694,9.266243887,74,35,23.4,-90.5
1593,AL032003,               BILL, TS,25.9,-91.3,45,6/30/2003 0:00,25,0,8,20,10,400,40,25.84669271,0.028089129,9.266243887,73,40,24.6,-91.1
1594,AL032003,               BILL, TS,27.1,-91.5,45,6/30/2003 6:00,15,0,9,20,10,450,45,24.12523696,0.029476416,9.266243887,73,45,25.9,-91.3
1595,AL032003,               BILL, TS,28.2,-91.5,50,6/30/2003 12:00,15,0,10,20,5,225,45,23.40446152,0.030609615,9.266243887,73,45,27.1,-91.5
1596,AL032003,               BILL, TS,29.1,-91,50,6/30/2003 18:00,10,0,11,20,5,250,50,21.37616193,0.031776578,9.266243887,73,50,28.2,-91.5
1597,AL032003,               BILL, TS,30.4,-90.3,45,7/1/2003 0:00,0,0,12,20,5,250,50,18.97771094,0.032795751,9.266243887,72,50,29.1,-91
1603,AL032003,               BILL, TD,35.6,-83.5,20,7/2/2003 12:00,-5,0,18,20,0,0,50,23.11833429,0.037275413,9.266243887,71,20,35,-84.5
1604,AL032004,            CHARLEY, TD,11.4,-59.2,30,8/9/2004 12:00,NA,NA,1,25,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
1605,AL032004,            CHARLEY, TD,11.7,-61.1,30,8/9/2004 18:00,NA,NA,2,25,NA,NA,30,300.5538955,0.038667773,9.266243887,32,30,11.4,-59.2
1606,AL032004,            CHARLEY, TD,12.2,-63.2,30,8/10/2004 0:00,NA,NA,3,25,NA,NA,30,282.2221047,0.038982705,9.266243887,31,30,11.7,-61.1
1607,AL032004,            CHARLEY, TS,12.9,-65.3,35,8/10/2004 6:00,NA,NA,4,25,0,0,30,37.03062775,0.015669779,9.266243887,31,30,12.2,-63.2
1608,AL032004,            CHARLEY, TS,13.8,-67.6,40,8/10/2004 12:00,10,0,5,25,5,175,35,39.61621805,0.016059272,9.266243887,31,35,12.9,-65.3
