,ID,Name,Status,Latitude,Longitude,Maximum.Wind,date_time,diff,rapid_int,i,n,persistence,product,Initial.Max,speed,speed_z,speed_m,Jday,Maximum.Wind_p,Latitude_p,Longitude_p
7713,AL121980,            FRANCES, TS,12.9,-23.2,45,9/7/1980 6:00,20,0,6,61,10,400,40,13.68534752,0.017217008,9.266243887,3,40,12.8,-22.5
7714,AL121980,            FRANCES, TS,13,-24,55,9/7/1980 12:00,25,0,7,61,10,450,45,12.78536553,0.017344618,9.266243887,3,45,12.9,-23.2
7715,AL121980,            FRANCES, TS,13,-24.8,60,9/7/1980 18:00,25,0,8,61,15,825,55,13.67469695,0.017472014,9.266243887,3,55,13,-24
7716,AL121980,            FRANCES, HU,13,-25.6,65,9/8/1980 0:00,25,0,9,61,15,900,60,14.47856258,0.017599199,9.266243887,2,60,13,-24.8
7717,AL121980,            FRANCES, HU,13,-26.8,70,9/8/1980 6:00,25,0,10,61,10,650,65,14.4459773,0.017726169,9.266243887,2,65,13,-25.6
7718,AL121980,            FRANCES, HU,12.9,-28,80,9/8/1980 12:00,25,0,11,61,10,700,70,18.05745492,0.017726169,9.266243887,2,70,13,-26.8
7719,AL121980,            FRANCES, HU,12.8,-29,90,9/8/1980 18:00,30,1,12,61,15,1200,80,21.69307573,0.017726169,9.266243887,2,80,12.9,-28
7720,AL121980,            FRANCES, HU,12.8,-29.8,100,9/9/1980 0:00,35,1,13,61,20,1800,90,19.9573853,0.017726169,9.266243887,1,90,12.8,-29
7721,AL121980,            FRANCES, HU,12.9,-30.5,100,9/9/1980 6:00,30,1,14,61,20,2000,100,16.28786217,0.017599199,9.266243887,1,100,12.8,-29.8
7722,AL121980,            FRANCES, HU,13,-31.3,100,9/9/1980 12:00,20,0,15,61,10,1000,100,13.58288806,0.017472014,9.266243887,1,100,12.9,-30.5
7723,AL121980,            FRANCES, HU,13.2,-32.1,90,9/9/1980 18:00,0,0,16,61,0,0,100,13.67469695,0.017472014,9.266243887,1,100,13,-31.3
7726,AL121980,            FRANCES, HU,14.2,-34.1,85,9/10/1980 12:00,-15,0,19,61,0,0,100,13.78511141,0.017979461,9.266243887,0,90,13.8,-33.5
7729,AL121980,            FRANCES, HU,16,-35,90,9/11/1980 6:00,0,0,22,61,0,0,100,13.22903997,0.019232524,9.266243887,1,85,15.4,-34.9
7730,AL121980,            FRANCES, HU,16.3,-35.3,90,9/11/1980 12:00,5,0,23,61,10,1000,100,10.80079818,0.020095812,9.266243887,1,90,16,-35
7731,AL121980,            FRANCES, HU,16.6,-35.9,85,9/11/1980 18:00,5,0,24,61,5,500,100,9.069854534,0.02070513,9.266243887,1,90,16.3,-35.3
7735,AL121980,            FRANCES, HU,18.3,-38.5,80,9/12/1980 18:00,-5,0,28,61,0,0,100,16.76009175,0.022611652,9.266243887,2,80,17.8,-37.8
7736,AL121980,            FRANCES, HU,18.6,-39.6,80,9/13/1980 0:00,0,0,29,61,0,0,100,17.41452571,0.022845128,9.266243887,3,80,18.3,-38.5
7737,AL121980,            FRANCES, HU,18.8,-40.6,85,9/13/1980 6:00,5,0,30,61,0,0,100,17.49294465,0.023538828,9.266243887,3,80,18.6,-39.6
7738,AL121980,            FRANCES, HU,18.9,-42,90,9/13/1980 12:00,10,0,31,61,5,500,100,19.02085654,0.024109037,9.266243887,3,85,18.8,-40.6
7739,AL121980,            FRANCES, HU,19.3,-43.4,90,9/13/1980 18:00,10,0,32,61,10,1000,100,21.24126231,0.024447647,9.266243887,3,90,18.9,-42
7740,AL121980,            FRANCES, HU,19.8,-44.7,90,9/14/1980 0:00,10,0,33,61,5,500,100,24.95799857,0.024671899,9.266243887,4,90,19.3,-43.4
7741,AL121980,            FRANCES, HU,20.2,-45.9,90,9/14/1980 6:00,5,0,34,61,0,0,100,25.03490479,0.024783576,9.266243887,4,90,19.8,-44.7
7742,AL121980,            FRANCES, HU,20.8,-46.9,90,9/14/1980 12:00,0,0,35,61,0,0,100,23.34296986,0.025227246,9.266243887,4,90,20.2,-45.9
7743,AL121980,            FRANCES, HU,21.6,-48,90,9/14/1980 18:00,0,0,36,61,0,0,100,21.24622859,0.025774907,9.266243887,4,90,20.8,-46.9
7744,AL121980,            FRANCES, HU,22.5,-48.8,90,9/15/1980 0:00,0,0,37,61,0,0,100,22.33230998,0.026207388,9.266243887,5,90,21.6,-48
7745,AL121980,            FRANCES, HU,23.3,-49.6,90,9/15/1980 6:00,0,0,38,61,0,0,100,22.71317608,0.026846505,9.266243887,5,90,22.5,-48.8
7746,AL121980,            FRANCES, HU,24.6,-50.2,90,9/15/1980 12:00,0,0,39,61,0,0,100,20.87767553,0.027680291,9.266243887,5,90,23.3,-49.6
7747,AL121980,            FRANCES, HU,25.8,-50.8,90,9/15/1980 18:00,0,0,40,61,0,0,100,22.80475875,0.028592465,9.266243887,5,90,24.6,-50.2
7748,AL121980,            FRANCES, HU,27.4,-50.8,90,9/16/1980 0:00,0,0,41,61,0,0,100,25.27680938,0.029379621,9.266243887,6,90,25.8,-50.8
7749,AL121980,            FRANCES, HU,28.8,-50.6,90,9/16/1980 6:00,0,0,42,61,0,0,100,26.42215356,0.030609615,9.266243887,6,90,27.4,-50.8
7750,AL121980,            FRANCES, HU,30.2,-50,90,9/16/1980 12:00,0,0,43,61,0,0,100,27.84744892,0.031689105,9.266243887,6,90,28.8,-50.6
7751,AL121980,            FRANCES, HU,31.8,-49.2,90,9/16/1980 18:00,0,0,44,61,0,0,100,26.7460402,0.03304162,9.266243887,6,90,30.2,-50
7752,AL121980,            FRANCES, HU,33,-48,90,9/17/1980 0:00,0,0,45,61,0,0,100,29.96937544,0.034140673,9.266243887,7,90,31.8,-49.2
7753,AL121980,            FRANCES, HU,33.9,-47.2,85,9/17/1980 6:00,-5,0,46,61,0,0,100,30.36790131,0.035158197,9.266243887,7,90,33,-48
7757,AL121980,            FRANCES, HU,37.8,-45.8,80,9/18/1980 6:00,-5,0,50,61,0,0,100,19.07440151,0.037849338,9.266243887,8,80,36.7,-45.8
7758,AL121980,            FRANCES, HU,39,-46.2,80,9/18/1980 12:00,0,0,51,61,0,0,100,19.47326706,0.038322688,9.266243887,8,80,37.8,-45.8
7759,AL121980,            FRANCES, HU,40,-46.5,80,9/18/1980 18:00,0,0,52,61,0,0,100,21.51230334,0.038749343,9.266243887,8,80,39,-46.2
7760,AL121980,            FRANCES, HU,41.2,-46.4,75,9/19/1980 0:00,-5,0,53,61,0,0,100,21.00121235,0.039164115,9.266243887,9,80,40,-46.5
7765,AL121980,            FRANCES, TS,47,-39,60,9/20/1980 6:00,-10,0,58,61,0,0,100,32.23675151,0.040385549,9.266243887,10,65,45.7,-41
7768,AL121981,            UNNAMED, TD,20.7,-92.6,20,8/26/1981 18:00,NA,NA,1,12,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
7769,AL121981,            UNNAMED, TD,21,-93.6,20,8/27/1981 0:00,NA,NA,2,12,NA,NA,20,516.3258262,0.039489799,9.266243887,15,20,20.7,-92.6
7770,AL121981,            UNNAMED, TD,21.2,-94.2,25,8/27/1981 6:00,NA,NA,3,12,NA,NA,20,540.328071,0.0384538,9.266243887,15,20,21,-93.6
7771,AL121981,            UNNAMED, TD,21.6,-95,30,8/27/1981 12:00,NA,NA,4,12,5,125,25,14.60037749,0.026740797,9.266243887,15,25,21.2,-94.2
7772,AL121981,            UNNAMED, TD,22,-95.9,30,8/27/1981 18:00,10,0,5,12,10,300,30,13.30389115,0.02705694,9.266243887,15,30,21.6,-95
7773,AL121981,            UNNAMED, TD,22.3,-96.7,30,8/28/1981 0:00,10,0,6,12,5,150,30,16.41531555,0.027266057,9.266243887,14,30,22,-95.9
7774,AL121981,            UNNAMED, TD,22.8,-97.2,30,8/28/1981 6:00,5,0,7,12,0,0,30,15.98561325,0.027680291,9.266243887,14,30,22.3,-96.7
7775,AL121981,            UNNAMED, TD,23,-98,25,8/28/1981 12:00,-5,0,8,12,0,0,30,13.37855287,0.028089129,9.266243887,14,30,22.8,-97.2
7778,AL121981,            UNNAMED, TD,25.2,-98.8,25,8/29/1981 6:00,-5,0,11,12,0,0,30,16.55291151,0.02908709,9.266243887,13,25,24.7,-98.6
7779,AL121981,            UNNAMED, TD,26,-99,-99,8/29/1981 12:00,-124,0,12,12,0,0,30,12.21457387,0.030049607,9.266243887,13,25,25.2,-98.8
7780,AL121984,               FRAN, TD,13.7,-21.3,25,9/15/1984 12:00,NA,NA,1,21,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
7781,AL121984,               FRAN, TD,13.8,-22,25,9/15/1984 18:00,NA,NA,2,21,NA,NA,25,677.136483,0.031156193,9.266243887,5,25,13.7,-21.3
7782,AL121984,               FRAN, TD,13.9,-22.7,30,9/16/1984 0:00,NA,NA,3,21,NA,NA,25,671.6864159,0.031863664,9.266243887,6,25,13.8,-22
7783,AL121984,               FRAN, TD,14,-23.4,30,9/16/1984 6:00,NA,NA,4,21,5,150,30,12.73382885,0.018608827,9.266243887,6,30,13.9,-22.7
7784,AL121984,               FRAN, TD,14.3,-24.1,30,9/16/1984 12:00,5,0,5,21,5,150,30,12.72846633,0.018734026,9.266243887,6,30,14,-23.4
7785,AL121984,               FRAN, TS,14.8,-24.8,35,9/16/1984 18:00,10,0,6,21,0,0,30,13.11644279,0.018858997,9.266243887,6,30,14.3,-24.1
7786,AL121984,               FRAN, TS,15.3,-25.3,45,9/17/1984 0:00,15,0,7,21,5,175,35,14.5887854,0.018983738,9.266243887,7,35,14.8,-24.8
7787,AL121984,               FRAN, TS,16.3,-26,50,9/17/1984 6:00,20,0,8,21,15,675,45,14.19276372,0.019356565,9.266243887,7,45,15.3,-25.3
7788,AL121984,               FRAN, TS,17.3,-26.5,50,9/17/1984 12:00,20,0,9,21,15,750,50,17.54825678,0.019973207,9.266243887,7,50,16.3,-26
7789,AL121984,               FRAN, TS,18.4,-27.1,55,9/17/1984 18:00,20,0,10,21,5,250,50,21.38554466,0.020583764,9.266243887,7,50,17.3,-26.5
7790,AL121984,               FRAN, TS,19.5,-28,55,9/18/1984 0:00,10,0,11,21,5,275,55,21.75542502,0.021785881,9.266243887,8,55,18.4,-27.1
7791,AL121984,               FRAN, TS,20.2,-29.6,55,9/18/1984 6:00,5,0,12,21,5,275,55,24.27946824,0.02296145,9.266243887,8,55,19.5,-28
7792,AL121984,               FRAN, TS,20.9,-31,55,9/18/1984 12:00,5,0,13,21,0,0,55,27.49831616,0.024222202,9.266243887,8,55,20.2,-29.6
7793,AL121984,               FRAN, TS,21.1,-32.8,50,9/18/1984 18:00,-5,0,14,21,0,0,55,29.13515707,0.025447241,9.266243887,8,55,20.9,-31
7796,AL121984,               FRAN, TS,20.9,-37.9,45,9/19/1984 12:00,-10,0,17,21,0,0,55,27.68826528,0.027161665,9.266243887,9,50,21,-36
7801,AL121985,               JUAN, TD,24.5,-90.5,30,10/26/1985 0:00,NA,NA,1,28,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
7802,AL121985,               JUAN, TD,24.2,-91.5,30,10/26/1985 6:00,NA,NA,2,28,NA,NA,30,415.5084538,0.026207388,9.266243887,45,30,24.5,-90.5
7803,AL121985,               JUAN, TS,23.8,-92.5,35,10/26/1985 12:00,NA,NA,3,28,NA,NA,30,416.2032154,0.025991782,9.266243887,45,30,24.2,-91.5
7804,AL121985,               JUAN, TS,24.4,-92.8,40,10/26/1985 18:00,NA,NA,4,28,5,175,35,18.11150762,0.030517206,9.266243887,45,35,23.8,-92.5
7805,AL121985,               JUAN, TS,24.6,-92,45,10/27/1985 0:00,15,0,5,28,10,400,40,11.13413924,0.030237752,9.266243887,46,40,24.4,-92.8
7806,AL121985,               JUAN, TS,25.3,-92.2,50,10/27/1985 6:00,20,0,6,28,10,450,45,8.532923351,0.029859996,9.266243887,46,45,24.6,-92
7807,AL121985,               JUAN, TS,25.7,-91.5,55,10/27/1985 12:00,20,0,7,28,10,500,50,9.746801009,0.030424425,9.266243887,46,50,25.3,-92.2
7808,AL121985,               JUAN, TS,26.4,-91.1,60,10/27/1985 18:00,20,0,8,28,10,550,55,11.02190513,0.030609615,9.266243887,46,55,25.7,-91.5
7809,AL121985,               JUAN, HU,27.8,-91.2,65,10/28/1985 0:00,20,0,9,28,10,600,60,13.71250472,0.031245967,9.266243887,47,60,26.4,-91.1
7810,AL121985,               JUAN, HU,28.6,-91.5,70,10/28/1985 6:00,20,0,10,28,10,650,65,19.61677801,0.031601245,9.266243887,47,65,27.8,-91.2
7811,AL121985,               JUAN, HU,29.4,-92,75,10/28/1985 12:00,20,0,11,28,10,700,70,20.64908792,0.032208114,9.266243887,47,70,28.6,-91.5
7812,AL121985,               JUAN, HU,29.3,-93,75,10/28/1985 18:00,15,0,12,28,10,750,75,16.19150944,0.033363805,9.266243887,47,75,29.4,-92
7813,AL121985,               JUAN, HU,28.9,-92.5,75,10/29/1985 0:00,10,0,13,28,5,375,75,13.78385857,0.033988597,9.266243887,48,75,29.3,-93
7814,AL121985,               JUAN, HU,29,-91.9,70,10/29/1985 6:00,0,0,14,28,0,0,75,6.151287878,0.034586883,9.266243887,48,75,28.9,-92.5
7821,AL121985,               JUAN, TS,29.1,-91.3,55,10/31/1985 0:00,-5,0,21,28,0,0,75,5.644668978,0.03487594,9.266243887,50,55,29.3,-91.8
7822,AL121985,               JUAN, TS,28.9,-90.3,55,10/31/1985 6:00,0,0,22,28,0,0,75,7.950837944,0.034732258,9.266243887,50,55,29.1,-91.3
7823,AL121985,               JUAN, TS,29.3,-89.1,60,10/31/1985 12:00,5,0,23,28,0,0,75,12.69775888,0.034513563,9.266243887,50,55,28.9,-90.3
7824,AL121985,               JUAN, TS,30.3,-87.7,55,10/31/1985 18:00,0,0,24,28,5,375,75,17.89112486,0.034365663,9.266243887,50,60,29.3,-89.1
7825,AL121985,               JUAN, TS,31.8,-87,40,11/1/1985 0:00,-15,0,25,28,0,0,75,24.63843613,0.034216086,9.266243887,51,55,30.3,-87.7
7827,AL121987,              EMILY, TD,9.8,-51.3,25,9/20/1987 0:00,NA,NA,1,28,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
